I-16,knew-17,Harvey_Dent-18:recipient
Bruce-6,questions-7,<NULL>
child-10,escaped-13,could-11:modal_verb
child-10,escaped-13,how-8:modifier
trait-28,is-32,ingredient-35:recipient
doctor-2,explains-3,<NULL>
it-8,seems-9,<NULL>
<NULL>,enhance-18,chances-22:recipient
<NULL>,enhance-18,as-10:modifier
<NULL>,enhance-18,reality-25:is_participant_in
<NULL>,enhance-18,should-17:modal_verb
<NULL>,fearing-30,death-31:recipient
suggestions-3,are-2,<NULL>
Alfred-9,tried-11,<NULL>
<NULL>,wish-7,<NULL>
<NULL>,leaving-21,Bruce-22:recipient
Brucein-1,seems-2,<NULL>
Bruce-8,fears-9,<NULL>
Bruce-1,solves-2,dilemma-4:recipient
Bruce-23,saved-21,can-18:modal_verb
Bruce-23,saved-21,only-19:modifier
Bruce-23,saved-21,when-13:modifier
Bruce-23,saved-21,people-15:recipient
Bruce-25,were-26,<NULL>
<NULL>,replying-6,<NULL>
Bruce-1,use-17,not-15:negative
Bruce-1,use-17,rope-19:recipient
Bruce-1,chooses-14,<NULL>
Bruce-1,realizes-2,<NULL>
Bruce-1,use-17,not-15:negative
Bruce-1,use-17,rope-19:recipient
Bruce-1,chooses-14,<NULL>
child-5,escaped-7,<NULL>
<NULL>,packing-7,bag-13:is_participant_in
<NULL>,packing-7,supplies-8:recipient
Bruce-1,reveals-2,confidence-5:recipient
<NULL>,meaning-14,<NULL>
Bruce-1,begins-2,chants-8:attachment
Bruce-1,begins-2,climb-4:recipient
stream-13,increase-28,confidence-31:recipient
stream-13,flows-16,tunnel-19:raw_material
stream-13,increase-28,confidence-31:recipient
Bruce-2,reaches-3,When-1:modifier
Bruce-2,reaches-3,point-6:recipient
<NULL>,succeeds-12,attempt-17:is_participant_in
Bruce-1,latches-6,rock-10:prep_onto
<NULL>,succeeds-12,attempt-17:is_participant_in
Bruce-1,takes-2,jump-4:recipient
<NULL>,allowing-11,prisoners-15:recipient
prisoners-15,escape-17,well-19:modifier
Bruce-1,throws-3,down-4:modifier
Bruce-1,throws-3,top-9:raw_material
Bruce-1,throws-3,subsequently-2:modifier
Bruce-1,returns-2,<NULL>
<NULL>,trying-20,<NULL>
Bruce-1,manages-2,<NULL>
<NULL>,offering-27,program-32:recipient
<NULL>,offering-27,Kyle-28:recipient
<NULL>,beating-16,up-17:verb_complement
<NULL>,beating-16,gangbangers-19:recipient
Selina-33,accepts-34,<NULL>
<NULL>,letting-8,<NULL>
Bruce-1,gets-2,Miranda-4:attachment
Fox-16,has-17,access-18:recipient
Fox-16,has-17,Batsuit-23:attachment
men-11,capture-12,Bane-13:recipient
Selina-4,comes-5,in-6:verb_complement
Selina-4,declares-8,mercenaries-11:attachment
Bane-13,wants-14,themselves-19:owner
Bane-13,wants-14,Bruce-15:recipient
Bane-13,wants-14,Fox-17:recipient
<NULL>,escape-2,<NULL>
Kyle-1,knocks-2,<NULL>
Selina-10,says-11,<NULL>
girlfriend-8,says-11,<NULL>
Fox-1,tells-2,<NULL>
Bruce_Fox-3,found-5,<NULL>
Fox-13,be-15,<NULL>
Fox-18,saves-19,Gordon-20:recipient
Fox-2,put-4,Bruce-5:recipient
everyone-53,is-54,back-55:modifier
Bruce-12,found-14,Bat-16:recipient
<NULL>,Impossible-9,<NULL>
Bane-2,sees-3,When-1:modifier
<NULL>,Keep-1,<NULL>
Bane-1,come-3,Batsuit-5:destination
Bane-1,come-3,will-2:modal_verb
Bat-29,block-32,signals-34:recipient
Bat-29,block-32,trigger-37:raw_material
Bat-29,block-32,can-31:modal_verb
trigger-4,recovers-23,jammer-26:recipient
trigger-4,recovers-23,Bat-29:origin_value
trigger-4,detonate-16,day-20:time
trigger-4,detonate-16,anyway-17:modifier
trigger-4,detonate-16,will-15:modal_verb
trigger-4,is-12,<NULL>
Bat-29,block-32,signals-34:recipient
Bat-29,block-32,trigger-37:raw_material
Bat-29,block-32,can-31:modal_verb
trigger-4,recovers-23,jammer-26:recipient
trigger-4,recovers-23,Bat-29:origin_value
Fox-1,reveals-2,<NULL>
Batman-8,frees-9,Blake-29:recipient
Batman-8,frees-9,police-11:recipient
<NULL>,captured-33,Blake-31:recipient
<NULL>,trapped-12,sewers-15:is_participant_in
<NULL>,using-17,Bat-19:recipient
<NULL>,facing-19,army-23:object
forces-8,assemble-14,morning-3:time
<NULL>,facing-19,army-23:object
Foley-12,led-10,<NULL>
<NULL>,gets-6,cops-13:recipient
<NULL>,disperse-15,<NULL>
Foley-1,replies-2,back-3:verb_complement
<NULL>,open-19,fire-20:recipient
Bat-39,disables-42,<NULL>
Bat-39,appears-40,cannons-44:recipient
Tumblers-17,'s-6,only-7:modifier
<NULL>,prepares-28,<NULL>
<NULL>,rush-11,<NULL>
<NULL>,rush-11,<NULL>
incited-7,cops-8,<NULL>
<NULL>,rush-11,<NULL>
<NULL>,cheer-9,men-14:recipient
one-2,flies-3,off-4:verb_complement
ensues-3,'s-6,men-7:recipient
Batman-1,fights-2,again-4:modifier
Batman-1,fights-2,Bane-3:recipient
anesthetic-21,weakens-24,Batman-25:recipient
anesthetic-21,weakens-24,greatly-26:modifier
mask-5,angers-28,villain-30:recipient
mask-5,forces-33,offensive-37:modified_to
mask-5,forces-33,Bane-34:recipient
<NULL>,feed-17,anesthetic-21:recipient
trigger-36,is-37,where-34:modifier
<NULL>,Tell-32,<NULL>
<NULL>,stating-30,<NULL>
<NULL>,Tell-32,<NULL>
Bane-21,reveal-23,location-25:recipient
me-33,reveal-23,location-25:recipient
<NULL>,Tell-32,<NULL>
Batman-17,tries-18,<NULL>
<NULL>,Tell-32,<NULL>
I-13,broke-14,you-15:recipient
<NULL>,Tell-32,<NULL>
<NULL>,Tell-32,<NULL>
Bane-6,came-9,back-10:modifier
<NULL>,Tell-32,<NULL>
Batman-17,force-20,Bane-21:recipient
Batman-17,force-20,me-33:recipient
<NULL>,Tell-32,<NULL>
<NULL>,stating-12,<NULL>
Bane-2,asks-3,When-1:modifier
Bane-2,asks-3,Bane-4:recipient
you-2,have-3,permission-5:recipient
you-2,have-3,Then-1:modifier
Miranda-19,stabs-21,Batman-22:recipient
Miranda-19,stabs-21,suddenly-20:modifier
<NULL>,sliding-36,dangerously-37:modifier
Batman-2,tells-3,Bane-4:recipient
Batman-6,is-7,person-11:recipient
Miranda-19,stabs-21,Batman-22:recipient
Miranda-19,stabs-21,suddenly-20:modifier
<NULL>,sliding-36,dangerously-37:modifier
person-11,escape-14,can-13:modal_verb
person-11,escape-14,prison-17:raw_material
name-9,is-10,Talia-11:recipient
name-9,was-16,child-18:recipient
<NULL>,revealed-4,then-3:modifier
<NULL>,revealed-4,prison-1:recipient
child-18,escaped-20,Hell-23:raw_material
Bane-1,been-3,prisoner-5:recipient
<NULL>,had-2,<NULL>
<NULL>,hurt-22,Bane-12:recipient
<NULL>,hurt-22,severely-23:modifier
riot-4,claimed-6,life-10:recipient
Bane-12,helped-13,riot-4:prep_during
Bane-12,helped-13,escape-15:recipient
doctor-3,attempted-4,<NULL>
methods-13,resulted-14,Bane-16:medium
Talia-5,tracked-6,Al_Ghul-12:recipient
Talia-5,tracked-6,down-7:verb_complement
protector-2,escaped-3,<NULL>
<NULL>,were-11,<NULL>
protector-1,convinced-2,father-4:recipient
<NULL>,trained-12,<NULL>
Bane-6,was-7,monster-10:recipient
Al_Ghul-36,was-39,<NULL>
<NULL>,inflicted-14,<NULL>
reminiscence-21,became-19,<NULL>
mother-29,endured-25,pit-32:is_participant_in
<NULL>,excommunicated-43,Bane-41:recipient
<NULL>,excommunicated-43,why-40:modifier
<NULL>,excommunicated-43,group-46:compared_to
<NULL>,destroying-22,Gotham-23:recipient
intention-3,is-4,<NULL>
Gotham-23,cost-29,mother-30:recipient
Gotham-23,cost-29,life-33:recipient
Gordon-11,managed-13,<NULL>
<NULL>,has-12,<NULL>
mother-1,hits-2,trigger-4:recipient
<NULL>,left-8,However-1:modifier
<NULL>,left-8,only-5:modifier
<NULL>,left-8,nuke-11:destination
Bane-6,kill-8,Batman-9:recipient
MirandaTalia-1,leaves-5,Bane-6:recipient
MirandaTalia-1,says-2,farewell-3:object
<NULL>,is-3,<NULL>
<NULL>,blasting-25,Batman-26:recipient
<NULL>,blasting-25,Batman-26:recipient
Selina-12,crashes-13,lobby-16:modified_to
Bane-2,execute-6,Batman-7:recipient
Barsad-3,walk-4,Tumblers-8:attachment
Barsad-3,walk-4,out-5:verb_complement
Talia-1,walk-4,Tumblers-8:attachment
Talia-1,walk-4,out-5:verb_complement
Foley-18,fires-19,<NULL>
<NULL>,shot-9,Barsad-7:recipient
<NULL>,shot-9,dead-10:object
Talia-2,climbing-4,in-5:verb_complement
orders-10,Barsad-11,driver-14:recipient
orders-10,Barsad-11,when-8:modifier
<NULL>,gun-16,Foley-17:recipient
<NULL>,gun-16,down-18:verb_complement
<NULL>,killed-7,Foley-1:recipient
<NULL>,killed-7,officers-5:recipient
<NULL>,prolonged-19,<NULL>
<NULL>,are-14,<NULL>
<NULL>,carrying-7,weapon-9:recipient
<NULL>,finished-15,sequence-21:is_participant_in
<NULL>,finished-15,off-16:verb_complement
<NULL>,finished-15,escorts-13:recipient
Batman-29,flying-30,Bat-32:recipient
Batpod-27,flying-30,Bat-32:recipient
Batpod-27,attacking-38,convoy-40:recipient
Selina-24,riding-25,<NULL>
<NULL>,are-14,<NULL>
Barsad-1,takes-2,control-3:recipient
<NULL>,wounded-15,Barsad-12:recipient
<NULL>,wounded-15,fatally-14:modifier
truck-3,goes-4,off-5:verb_complement
truck-3,goes-4,road-7:recipient
Barsad-17,wearing-20,seatbelt-22:recipient
Barsad-17,wearing-20,not-19:negative
truck-3,crashes-9,<NULL>
<NULL>,being-30,<NULL>
<NULL>,preventing-26,weapon-28:recipient
<NULL>,returned-31,there-32:modifier
<NULL>,flood-23,timer-24:recipient
<NULL>,being-30,<NULL>
<NULL>,preventing-26,weapon-28:recipient
<NULL>,returned-31,there-32:modifier
Barsad-7,explains-8,moments-4:is_participant_in
<NULL>,being-30,<NULL>
<NULL>,preventing-26,weapon-28:recipient
<NULL>,returned-31,there-32:modifier
access-11,allowed-16,Barsad-17:recipient
access-11,allowed-16,how-9:modifier
Barsad-1,dies-2,<NULL>
Barsad-4,completed-7,finally-6:modifier
Barsad-4,completed-7,death-16:recipient
Barsad-4,completed-7,work-11:recipient
<NULL>,stabilizing-13,weapon-15:recipient
Fox-1,realizes-7,<NULL>
Fox-1,escapes-2,chamber-5:recipient
way-11,is-9,<NULL>
weapon-2,detonate-10,will-9:modal_verb
weapon-2,detonate-10,minutes-15:is_participant_in
<NULL>,deactivated-6,not-4:negative
<NULL>,deactivated-6,can-3:modal_verb
<NULL>,deactivated-6,weapon-2:recipient
Batman-12,need-14,will-13:modal_verb
Bat-5,has-6,autopilot-8:recipient
Batman-1,explains-2,<NULL>
hero-20,puts-21,coat-23:recipient
Batman-1,shares-2,kiss-4:recipient
<NULL>,killed-33,parents-31:recipient
parents-31,says-36,<NULL>
kiss-38,be-42,son-44:recipient
Gordon-15,says-16,<NULL>
kiss-38,going-40,<NULL>
Gordon-47,does-48,Begins-53:is_participant_in
Gordon-47,does-48,Bruce-50:attachment
Gordon-5,says-6,name-10:recipient
time-4,left-5,<NULL>
Batman-7,flies-16,bomb-17:recipient
Batman-7,flies-16,over-25:dependent
Batman-7,attaches-8,bomb-10:recipient
Batman-7,attaches-8,Bat-13:attachment
mushroomcloud-16,balloons-17,<NULL>
weapon-8,detonates-9,<NULL>
mushroomcloud-16,balloons-17,<NULL>
citizens-2,watch-5,<NULL>
Bane-13,released-11,<NULL>
police-6,recapture-7,aftermath-3:is_participant_in
<NULL>,knew-17,identity-21:recipient
<NULL>,held-5,Bruce-12:with_respect_to
<NULL>,held-5,funeral-3:recipient
<NULL>,feeling-5,down-10:modifier
<NULL>,feeling-5,parents-9:recipient
Alfred-1,sobs-2,quietly-3:modifier
<NULL>,protecting-13,Alfred-14:recipient
<NULL>,protecting-13,not-12:negative
Gotham-13,know-17,never-15:negative
Gotham-13,know-17,really-16:modifier
Gotham-13,know-17,will-14:modal_verb
Blake-1,explains-9,Gordon-11:attachment
who-18,saved-19,Gotham-20:recipient
Blake-1,resigns-2,force-6:raw_material
Batman-12,saved-15,parents-16:recipient
Gordon-1,tells-2,Gordon-3:recipient
it-9,was-10,Batman-12:recipient
parents-5,know-7,will-6:modal_verb
<NULL>,erected-8,tribute-2:is_participant_in
<NULL>,erected-8,statue-5:recipient
<NULL>,made-12,provisions-10:recipient
<NULL>,made-12,aftermath-3:is_participant_in
<NULL>,given-12,<NULL>
<NULL>,sold-7,majority-2:recipient
<NULL>,orphaned-14,<NULL>
<NULL>,stay-17,<NULL>
<NULL>,given-3,Wayne_Manor-1:recipient
<NULL>,given-3,city-6:attachment
<NULL>,located-13,Strangely-1:modifier
<NULL>,located-13,not-11:negative
<NULL>,located-13,can-10:modal_verb
<NULL>,given-4,also-3:modifier
<NULL>,given-4,bag-7:recipient
<NULL>,given-4,Blake-1:recipient
clerk-10,appears-26,<NULL>
Robin-16,go-17,name-23:means
<NULL>,presenting-2,When-1:modifier
<NULL>,presenting-2,D.-7:recipient
clerk-10,checks-12,<NULL>
bag-13,suggests-14,<NULL>
Lucius-6,has-7,Back-1:modifier
workers-8,go-9,rotor-14:recipient
workers-8,go-9,over-10:verb_complement
log-31,shows-32,<NULL>
Freeman-5,done-8,what-4:recipient
Freeman-5,done-8,could-6:modal_verb
Bruce_Wayne-34,made-35,prior-40:modifier
Bruce_Wayne-34,made-35,changes-37:recipient
log-31,shows-32,<NULL>
Freeman-15,is-25,<NULL>
log-31,shows-32,<NULL>
Freeman-15,is-16,<NULL>
log-31,shows-32,<NULL>
workers-20,explain-21,when-18:modifier
log-31,shows-32,<NULL>
<NULL>,Wanting-1,<NULL>
<NULL>,repaired-17,<NULL>
<NULL>,broken-15,<NULL>
Gordon-11,finds-12,Batsignal-16:recipient
GPS-17,coordinates-18,<NULL>
Blake-3,finds-11,rope-14:recipient
GPS-17,coordinates-18,<NULL>
<NULL>,spelunking-13,<NULL>
GPS-17,coordinates-18,<NULL>
Blake-3,opened-5,bag-8:recipient
Blake-3,opened-5,Meanwhile-1:modifier
information-2,leads-3,Blake-4:recipient
Blake-1,makes-2,way-5:recipient
Blake-1,makes-2,cave-13:modified_to
light-18,attracts-19,flurry-21:recipient
light-18,attracts-19,where-15:modifier
uses-4,is-12,<NULL>
Bruce-19,enters-21,first-20:modifier
Bruce-19,enters-21,when-18:modifier
Bruce-19,enters-21,cave-23:recipient
Bruce-16,uses-17,<NULL>
Wayne-10,given-6,Blake-8:attachment
Alfred-6,returned-8,restaurant-11:attachment
Alfred-6,returned-8,Italy-4:is_participant_in
Alfred-13,visited-15,ago-21:modifier
Alfred-13,visited-15,absence-19:prep_during
Alfred-7,smiles-17,<NULL>
Alfred-7,smiles-17,<NULL>
Alfred-7,sees-8,Selina-11:recipient
Alfred-7,sees-8,table-15:site
Alfred-7,sees-8,Bruce-9:recipient
Alfred-2,scans-3,tables-5:recipient
glance-3,assure-12,<NULL>
glance-3,is-9,<NULL>
glance-3,be-20,<NULL>
autopilot-29,transport-33,bomb-35:recipient
autopilot-29,transport-33,bomb-35:recipient
Bruce-14,allowed-27,autopilot-29:recipient
autopilot-29,continue-31,<NULL>
Bruce-14,ejected-15,<NULL>
Bruce-14,allowed-27,autopilot-29:recipient
autopilot-29,continue-31,<NULL>
autopilot-29,transport-33,bomb-35:recipient
Bruce-14,allowed-27,autopilot-29:recipient
autopilot-29,continue-31,<NULL>
Bruce-14,distance-21,himself-22:recipient
Bruce-14,distance-21,explosion-25:raw_material
Bruce-2,attached-4,Bat-9:attachment
Bruce-2,attached-4,bomb-6:recipient
autopilot-29,transport-33,bomb-35:recipient
autopilot-29,transport-33,bomb-35:recipient
Bruce-14,allowed-27,autopilot-29:recipient
autopilot-29,continue-31,<NULL>
Bruce-14,ejected-15,<NULL>
Bruce-14,allowed-27,autopilot-29:recipient
autopilot-29,continue-31,<NULL>
autopilot-29,transport-33,bomb-35:recipient
Bruce-14,allowed-27,autopilot-29:recipient
autopilot-29,continue-31,<NULL>
Bruce-14,distance-21,himself-22:recipient
Bruce-14,distance-21,explosion-25:raw_material
Bruce-2,taken-11,off-12:verb_complement
<NULL>,was-29,<NULL>
shot-4,is-2,<NULL>
<NULL>,was-29,<NULL>
<NULL>,flying-9,<NULL>
Batman-28,carrying-34,bomb-36:recipient
Batman-28,carrying-34,not-30:negative
Batman-28,was-38,not-39:negative
Batman-28,was-38,timeframe-49:is_participant_in
<NULL>,was-29,<NULL>
<NULL>,killed-24,Batman-25:recipient
<NULL>,was-29,<NULL>
<NULL>,believe-21,explosion-23:recipient
we-6,see-7,shot-4:is_participant_in
Blake-2,does-3,so-4:modifier
<NULL>,containing-13,batsuit-15:recipient
movement-8,activates-9,flooring-12:recipient
Blake-4,rises-8,up-9:verb_complement
